beschreibung,dauer_tage,budget_eur,land,region,technologie,projekttyp,teamgroesse,jahr,groesse,projekttyp_detail,ai_effizienz_faktor,stundensatz_eur
"Buchungs- und Reservierungsplattform für Becker Pharma mit Multi-Location-Support, dynamischer Preisgestaltung, Gruppenreservierungen, Stornogebühren-Logik und Anbindung an Zahlungsanbieter.",85,142950,DE,DE-HE,JavaScript,Neuentwicklung,3,2023,mittel,Buchungssystem mittel,0.85,81
"Weiterentwicklung und Bugfixing der bestehenden PHP-Anwendung von Braun Logistics. Code-Review, Behebung von 15 kritischen Bugs, Performance-Optimierung der Datenbankabfragen, Upgrade auf PHP 8.2.",11,6286,DE,DE-SN,PHP,Weiterentwicklung,1,2023,klein,Legacy Bugfixing & Weiterentwicklung,0.85,57
"Weiterentwicklung und Bugfixing der bestehenden PHP-Anwendung von Hartmann Health. Code-Review, Behebung von 15 kritischen Bugs, Performance-Optimierung der Datenbankabfragen, Upgrade auf PHP 8.2.",18,12493,DE,DE-NW,PHP,Weiterentwicklung,1,2025,klein,Legacy Bugfixing & Weiterentwicklung,0.72,71
"Maßgeschneidertes CRM für Neumann Services mit Kontaktverwaltung, Pipeline-Tracking, E-Mail-Integration via IMAP/SMTP, Aktivitäten-Log, Reporting-Dashboard und CSV-Import für Bestandsdaten.",56,114168,AT,AT,JavaScript,Neuentwicklung,3,2023,mittel,CRM-System,0.85,78
"Business-Intelligence-Tool für Meier Manufacturing mit automatisierten Tagesberichten, interaktiven Drill-Down-Charts, Anomalie-Erkennung bei KPIs, Slack-Integration für Alerts und Export-Funktion.",57,106706,DE,DE-BW,Python/ML,Neuentwicklung,3,2021,mittel,Reporting & Analytics Tool,0.97,91
"WooCommerce-Shop für Lange Finance mit bis zu 200 Produkten, Stripe- und PayPal-Zahlungsanbindung, automatisierter Bestellbestätigung per E-Mail und einfacher Lagerverwaltung.",12,9063,DE,DE-BE,PHP,Neuentwicklung,1,2024,klein,Einfacher Online-Shop,0.78,66
"Middleware-Lösung für Lange Finance zur Anbindung von 4 Drittsystemen (CRM, ERP, Shop, Versand). Message-Queue via RabbitMQ, Retry-Logik, Monitoring-Dashboard, detailliertes Fehler-Logging.",77,193463,CH,CH,Backend,Neuentwicklung,3,2020,mittel,API-Integration Middleware,1.0,115
"Internes Mitarbeiterportal für Klein Software (80 Nutzer) mit SSO-Anbindung via Azure AD, Urlaubsantrag-Workflow, Dokumentenverwaltung, News-Feed und Organigramm-Darstellung. React Frontend, Node.js Backend, PostgreSQL.",45,70346,DE,DE-BE,JavaScript,Neuentwicklung,2,2025,mittel,Mitarbeiterportal,0.72,80
"Cross-Platform-App (iOS & Android) für Schulz Media mit 12 Screens, Nutzerregistrierung, Push-Notifications, Offline-Fähigkeit durch lokale SQLite-Datenbank und REST-API-Anbindung. React Native.",192,199523,AT,AT,Mobile,Neuentwicklung,2,2018,mittel,Mobile App mittel,1.0,75
"Microservice-API für Maier Group. Python FastAPI, 5 CRUD-Endpoints, Rate-Limiting, API-Key-Verwaltung, automatisierte Tests mit pytest, CI/CD-Pipeline via GitHub Actions.",23,18371,DE,DE-BY,Backend,Neuentwicklung,1,2024,klein,REST API einfach,0.78,93
"Weiterentwicklung und Bugfixing der bestehenden PHP-Anwendung von Wolf Systems. Code-Review, Behebung von 15 kritischen Bugs, Performance-Optimierung der Datenbankabfragen, Upgrade auf PHP 8.2.",18,7767,DE,DE-BY,PHP,Weiterentwicklung,1,2023,klein,Legacy Bugfixing & Weiterentwicklung,0.85,73
"Ablösung des Legacy-Systems von Fischer Handel (15 Jahre alt, COBOL/Oracle). Strangler-Fig-Muster, schrittweise Migration von 40 Modulen, paralleler Betrieb beider Systeme für 6 Monate, Zero-Downtime-Cutover.",466,867954,DE,DE-BE,Java,Migration,3,2021,gross,Legacy Migration Enterprise,1.0,76
"Weiterentwicklung und Bugfixing der bestehenden PHP-Anwendung von Schulz Media. Code-Review, Behebung von 15 kritischen Bugs, Performance-Optimierung der Datenbankabfragen, Upgrade auf PHP 8.2.",16,10502,DE,DE-HE,PHP,Weiterentwicklung,1,2019,klein,Legacy Bugfixing & Weiterentwicklung,1.0,61
"KPI-Dashboard für Meier Manufacturing. Vue.js Frontend, Echtzeit-Daten via WebSocket, 6 Chart-Typen, automatische E-Mail-Reports, Filterung nach Zeitraum und Region.",23,11750,DE,DE-BE,JavaScript,Neuentwicklung,1,2018,klein,Dashboard einfach,1.0,65
"Vertriebssteuerungs-CRM für Becker Pharma. React, GraphQL API, Angebots-Erstellung mit PDF-Export, Wiedervorlage-System, Outlook-Kalender-Synchronisation, Mobilansicht für Außendienst.",64,177867,CH,CH,JavaScript,Neuentwicklung,3,2024,mittel,CRM-System,0.78,124
"Responsive Landing Page für Klein Software mit Kontaktformular, SEO-Optimierung und Google Analytics Integration. Design nach Kundenvorgabe in Figma, Umsetzung mit React und Tailwind CSS.",7,5503,AT,AT,JavaScript,Neuentwicklung,1,2024,klein,Landing Page,0.78,81
"Shopify-Onlineshop für Weber Consulting. Custom-Theme, bis zu 500 Produkte, Anbindung an DHL-Versandschnittstelle, Gutscheinsystem, Produktbewertungen und Newsletter-Integration.",34,24247,DE,DE-BY,PHP,Neuentwicklung,1,2025,klein,Einfacher Online-Shop,0.72,78
"Krankenhausinformationssystem-Modul für Hartmann Health. HL7-Messaging, DICOM-Viewer-Integration, Medikationsplan-Modul nach BMP-Standard, IHE-XDS-Dokumentenmanagement, BSI-Grundschutz.",259,1483180,CH,CH,Java,Neuentwicklung,6,2024,gross,Gesundheitswesenportal,0.78,134
"WooCommerce-Shop für Frank Legal mit bis zu 200 Produkten, Stripe- und PayPal-Zahlungsanbindung, automatisierter Bestellbestätigung per E-Mail und einfacher Lagerverwaltung.",28,10480,DE,DE-TH,PHP,Neuentwicklung,1,2020,klein,Einfacher Online-Shop,1.0,51
"Wartung und Erweiterung des bestehenden WordPress-Systems von Braun Logistics. Plugin-Updates, Sicherheits-Audit, neue Such- und Filterfunktionen, Optimierung der Ladezeiten auf unter 2 Sekunden.",18,9965,DE,DE-SN,PHP,Weiterentwicklung,1,2026,klein,Legacy Bugfixing & Weiterentwicklung,0.68,63
"SAP S/4HANA-Anbindung für Lange Finance. Fiori-ähnliches Portal, RFC-Schnittstellen für MM/PP/FI, Custom ABAP-Entwicklung, Echtzeit-Datensynchronisation, Rollout auf 3 Werke.",175,1004535,AT,AT,SAP,Neuentwicklung,7,2025,gross,SAP-Integration Portal,0.72,122
"Terminbuchungsportal für Müller GmbH (bis 5 Mitarbeiter). Kundenlogin, Verfügbarkeitsprüfung in Echtzeit, iCal-Export, SMS-Erinnerungen via Twilio, DSGVO-konformes Datenschutz-Setup.",29,25333,DE,DE-HE,JavaScript,Neuentwicklung,1,2026,klein,Buchungssystem klein,0.68,88
"Intelligentes Archivierungssystem für Neumann Services. OCR-Pipeline für Papierdokumente, ML-Modell zur Erkennung von Dokumententypen (98% Accuracy), automatische Metadaten-Extraktion, API für Drittsysteme.",248,291051,DE,DE-SN,Python/ML,Neuentwicklung,3,2019,gross,ML Dokumentenmanagement,1.0,69
"Microservice-API für Wolf Systems. Python FastAPI, 5 CRUD-Endpoints, Rate-Limiting, API-Key-Verwaltung, automatisierte Tests mit pytest, CI/CD-Pipeline via GitHub Actions.",31,18226,DE,DE-HH,Backend,Neuentwicklung,1,2023,klein,REST API einfach,0.85,86
"Middleware-Lösung für Zimmermann IT zur Anbindung von 4 Drittsystemen (CRM, ERP, Shop, Versand). Message-Queue via RabbitMQ, Retry-Logik, Monitoring-Dashboard, detailliertes Fehler-Logging.",90,135217,CH,CH,Backend,Neuentwicklung,2,2022,mittel,API-Integration Middleware,0.92,123
"Management-Dashboard für Meier Manufacturing zur Visualisierung von Verkaufszahlen. React mit Recharts, Datenbankanbindung über bestehende API, Exportfunktion als PDF/Excel, Nutzerrollen-System.",29,16083,DE,DE-BE,JavaScript,Neuentwicklung,1,2020,klein,Dashboard einfach,1.0,69
"Microservice-API für Zimmermann IT. Python FastAPI, 5 CRUD-Endpoints, Rate-Limiting, API-Key-Verwaltung, automatisierte Tests mit pytest, CI/CD-Pipeline via GitHub Actions.",14,12527,DE,DE-BY,Backend,Neuentwicklung,1,2022,klein,REST API einfach,0.92,88
"Online-Buchungssystem für Hoffmann Solutions mit Kalenderansicht, automatischen E-Mail-Erinnerungen, Zahlungsintegration via Stripe und Admin-Backend zur Terminverwaltung. React Frontend, Node.js Backend.",25,15593,DE,DE-BW,JavaScript,Neuentwicklung,1,2024,klein,Buchungssystem klein,0.78,87
"Vertriebssteuerungs-CRM für Meier Manufacturing. React, GraphQL API, Angebots-Erstellung mit PDF-Export, Wiedervorlage-System, Outlook-Kalender-Synchronisation, Mobilansicht für Außendienst.",63,128855,DE,DE-BY,JavaScript,Neuentwicklung,3,2024,mittel,CRM-System,0.78,89
"Online-Buchungssystem für Schäfer Insurance mit Kalenderansicht, automatischen E-Mail-Erinnerungen, Zahlungsintegration via Stripe und Admin-Backend zur Terminverwaltung. React Frontend, Node.js Backend.",39,27212,DE,DE-BE,JavaScript,Neuentwicklung,1,2025,klein,Buchungssystem klein,0.72,80
"Buchungs- und Reservierungsplattform für Köhler Automotive mit Multi-Location-Support, dynamischer Preisgestaltung, Gruppenreservierungen, Stornogebühren-Logik und Anbindung an Zahlungsanbieter.",78,73918,DE,DE-BE,JavaScript,Neuentwicklung,2,2019,mittel,Buchungssystem mittel,1.0,67
"Cross-Platform-App (iOS & Android) für Frank Legal mit 12 Screens, Nutzerregistrierung, Push-Notifications, Offline-Fähigkeit durch lokale SQLite-Datenbank und REST-API-Anbindung. React Native.",97,186502,DE,DE-BE,Mobile,Neuentwicklung,3,2023,mittel,Mobile App mittel,0.85,83
"Enterprise-E-Commerce-Plattform für Lange Finance mit 50.000+ Produkten, Multi-Mandanten-Fähigkeit, Echtzeit-Bestandssynchronisation, KI-gestützter Produktempfehlung, A/B-Testing-Framework und DACH-Lokalisierung.",301,672400,AT,AT,Java,Neuentwicklung,3,2020,gross,Enterprise E-Commerce,1.0,77
"B2B-Online-Shop für Neumann Services. Shopware 6, kundenspezifische Preislisten, Bestelllimits, CSV-Massenimport, ERP-Schnittstelle zu SAP Business One, Rechnungsstellung per EDI.",126,186727,DE,DE-BY,PHP,Neuentwicklung,3,2023,mittel,E-Commerce Platform,0.85,73
"Analyse-Dashboard für Meier Manufacturing mit Python Dash, Anbindung an 3 Datenquellen, Zeitreihenanalyse, Prognose-Modell für nächste 30 Tage, rollenbasierte Sichtbarkeit.",50,94223,DE,DE-TH,Python/ML,Neuentwicklung,3,2023,mittel,Reporting & Analytics Tool,0.85,76
"Shopify-Onlineshop für Köhler Automotive. Custom-Theme, bis zu 500 Produkte, Anbindung an DHL-Versandschnittstelle, Gutscheinsystem, Produktbewertungen und Newsletter-Integration.",37,21282,DE,DE-HE,PHP,Neuentwicklung,1,2026,klein,Einfacher Online-Shop,0.68,75
"Intelligentes Archivierungssystem für Schulz Media. OCR-Pipeline für Papierdokumente, ML-Modell zur Erkennung von Dokumententypen (98% Accuracy), automatische Metadaten-Extraktion, API für Drittsysteme.",303,906594,DE,DE-SN,Python/ML,Neuentwicklung,7,2019,gross,ML Dokumentenmanagement,1.0,69
"Business-Intelligence-Tool für Hoffmann Solutions mit automatisierten Tagesberichten, interaktiven Drill-Down-Charts, Anomalie-Erkennung bei KPIs, Slack-Integration für Alerts und Export-Funktion.",60,87818,DE,DE-BE,Python/ML,Neuentwicklung,2,2023,mittel,Reporting & Analytics Tool,0.85,87
"Responsive Landing Page für Meier Manufacturing mit Kontaktformular, SEO-Optimierung und Google Analytics Integration. Design nach Kundenvorgabe in Figma, Umsetzung mit React und Tailwind CSS.",10,7189,DE,DE-BE,JavaScript,Neuentwicklung,1,2022,klein,Landing Page,0.92,73
"Digitales Patientenportal für Braun Logistics mit KV-Anbindung, HL7 FHIR Schnittstelle, Telematikinfrastruktur-Anbindung, ePA-Integration, DSGVO- und KRITIS-konformes Sicherheitskonzept.",307,829650,DE,DE-HH,Java,Neuentwicklung,4,2021,gross,Gesundheitswesenportal,0.97,83
"Terminbuchungsportal für Schulz Media (bis 5 Mitarbeiter). Kundenlogin, Verfügbarkeitsprüfung in Echtzeit, iCal-Export, SMS-Erinnerungen via Twilio, DSGVO-konformes Datenschutz-Setup.",17,12067,DE,DE-HH,JavaScript,Neuentwicklung,1,2021,klein,Buchungssystem klein,0.97,78
"Management-Dashboard für Schulz Media zur Visualisierung von Verkaufszahlen. React mit Recharts, Datenbankanbindung über bestehende API, Exportfunktion als PDF/Excel, Nutzerrollen-System.",43,29097,DE,DE-NW,JavaScript,Neuentwicklung,1,2025,klein,Dashboard einfach,0.72,84
"Unternehmenswebsite für Schmidt AG auf WordPress-Basis. Custom-Theme-Entwicklung, WooCommerce-Integration für digitale Downloads, SEO-Plugin-Konfiguration, Hosting-Setup.",24,9174,DE,DE-BY,PHP,Neuentwicklung,1,2020,klein,WordPress Website,1.0,66
"Wartung und Erweiterung des bestehenden WordPress-Systems von Frank Legal. Plugin-Updates, Sicherheits-Audit, neue Such- und Filterfunktionen, Optimierung der Ladezeiten auf unter 2 Sekunden.",29,13569,AT,AT,PHP,Weiterentwicklung,1,2020,klein,Legacy Bugfixing & Weiterentwicklung,1.0,60
"Churn-Prediction-System für Fischer Handel. Feature Engineering auf 50+ Variablen, XGBoost-Ensemble, SHAP-Erklärbarkeit, automatische Handlungsempfehlungen, A/B-Test-Framework zur Validierung.",142,449323,DE,DE-BE,Python/ML,Neuentwicklung,5,2023,gross,ML Predictive Analytics,0.85,87
"WordPress-Website für Koch Industries mit 8 Unterseiten, Blog-Funktion, mehrsprachigem Plugin (WPML), individuell entwickeltem Child-Theme und Kontaktformular mit DSGVO-konformer Datenspeicherung.",15,8403,AT,AT,PHP,Neuentwicklung,1,2022,klein,WordPress Website,0.92,65
"Middleware-Lösung für Hartmann Health zur Anbindung von 4 Drittsystemen (CRM, ERP, Shop, Versand). Message-Queue via RabbitMQ, Retry-Logik, Monitoring-Dashboard, detailliertes Fehler-Logging.",110,174487,AT,AT,Backend,Neuentwicklung,3,2023,mittel,API-Integration Middleware,0.85,82
"REST API für Köhler Automotive mit 8 Endpoints, JWT-Authentifizierung, PostgreSQL-Datenbank, automatischer Swagger-Dokumentation und Docker-Containerisierung für einfaches Deployment.",23,15447,DE,DE-BW,Backend,Neuentwicklung,1,2023,klein,REST API einfach,0.85,88
"Event-Ticketing-System für Maier Group. Next.js, Seat-Map-Visualisierung, QR-Code-Ticket-Generierung, Warteliste, Gutscheinverwaltung, automatische Kapazitätssteuerung.",93,129389,CH,CH,JavaScript,Neuentwicklung,2,2019,mittel,Buchungssystem mittel,1.0,107
"Vollständige Neuentwicklung des Kernbanksystems von Wolf Systems. Java Spring Boot Microservices, Event Sourcing, CQRS, Migrationsskripte für 2 Mio. Datensätze, Compliance-Anforderungen BaFin.",368,980405,DE,DE-HH,Java,Migration,3,2024,gross,Legacy Migration Enterprise,1.0,92
"Middleware-Lösung für Meier Manufacturing zur Anbindung von 4 Drittsystemen (CRM, ERP, Shop, Versand). Message-Queue via RabbitMQ, Retry-Logik, Monitoring-Dashboard, detailliertes Fehler-Logging.",38,89860,DE,DE-BY,Backend,Neuentwicklung,3,2026,mittel,API-Integration Middleware,0.68,98
"Analyse-Dashboard für Lange Finance mit Python Dash, Anbindung an 3 Datenquellen, Zeitreihenanalyse, Prognose-Modell für nächste 30 Tage, rollenbasierte Sichtbarkeit.",54,90744,DE,DE-BY,Python/ML,Neuentwicklung,2,2024,mittel,Reporting & Analytics Tool,0.78,103
"Management-Dashboard für Müller GmbH zur Visualisierung von Verkaufszahlen. React mit Recharts, Datenbankanbindung über bestehende API, Exportfunktion als PDF/Excel, Nutzerrollen-System.",34,21924,DE,DE-BE,JavaScript,Neuentwicklung,1,2025,klein,Dashboard einfach,0.72,80
"KPI-Dashboard für Krause Retail. Vue.js Frontend, Echtzeit-Daten via WebSocket, 6 Chart-Typen, automatische E-Mail-Reports, Filterung nach Zeitraum und Region.",39,22640,DE,DE-BE,JavaScript,Neuentwicklung,1,2019,klein,Dashboard einfach,1.0,67
"B2B-Handelsplattform für Lange Finance. Microservices-Architektur (12 Services), Kubernetes-Deployment, Punchout-Katalog für EDI-Anbindung, dynamische Preislogik, Self-Service-Kundenportal.",307,807533,DE,DE-HE,Java,Neuentwicklung,4,2020,gross,Enterprise E-Commerce,1.0,79
"WordPress-Website für Schäfer Insurance mit 8 Unterseiten, Blog-Funktion, mehrsprachigem Plugin (WPML), individuell entwickeltem Child-Theme und Kontaktformular mit DSGVO-konformer Datenspeicherung.",17,12210,DE,DE-BY,PHP,Neuentwicklung,1,2023,klein,WordPress Website,0.85,73
"Datenmigration für Krause Retail von Oracle 11g auf PostgreSQL 15. Schema-Mapping, Stored-Procedure-Umschreibung, Performance-Tests, Zero-Downtime-Migration mit Dual-Write-Ansatz.",111,185214,AT,AT,Backend,Migration,3,2025,mittel,Datenmigraton,1.0,88
"Krankenhausinformationssystem-Modul für Richter Tech. HL7-Messaging, DICOM-Viewer-Integration, Medikationsplan-Modul nach BMP-Standard, IHE-XDS-Dokumentenmanagement, BSI-Grundschutz.",294,877994,DE,DE-BE,Java,Neuentwicklung,5,2024,gross,Gesundheitswesenportal,0.78,84
"B2B-Online-Shop für Schäfer Insurance. Shopware 6, kundenspezifische Preislisten, Bestelllimits, CSV-Massenimport, ERP-Schnittstelle zu SAP Business One, Rechnungsstellung per EDI.",87,114854,DE,DE-NW,PHP,Neuentwicklung,2,2024,mittel,E-Commerce Platform,0.78,69
"Predictive-Analytics-Plattform für Richter Tech. Nachfrageprognose mit LSTM-Modell (MAPE < 8%), Anomalie-Erkennung im Produktionsprozess, MLflow für Modell-Versionierung, REST API für ERP-Anbindung, monatliches Retraining.",244,978760,DE,DE-HH,Python/ML,Neuentwicklung,7,2022,gross,ML Predictive Analytics,0.92,92
"KI-gestütztes Dokumentenmanagementsystem für Fischer Handel mit automatischer Klassifikation per NLP (BERT), Volltextsuche via Elasticsearch, Versionierung, Zugriffsrollen und DSGVO-konformem Hosting auf deutschen Servern.",160,984759,CH,CH,Python/ML,Neuentwicklung,7,2023,gross,ML Dokumentenmanagement,0.85,139
"Digitales Patientenportal für Hoffmann Solutions mit KV-Anbindung, HL7 FHIR Schnittstelle, Telematikinfrastruktur-Anbindung, ePA-Integration, DSGVO- und KRITIS-konformes Sicherheitskonzept.",200,531329,DE,DE-SN,Java,Neuentwicklung,3,2022,gross,Gesundheitswesenportal,0.92,71
"B2B-Handelsplattform für Schulz Media. Microservices-Architektur (12 Services), Kubernetes-Deployment, Punchout-Katalog für EDI-Anbindung, dynamische Preislogik, Self-Service-Kundenportal.",499,1384158,DE,DE-TH,Java,Neuentwicklung,7,2018,gross,Enterprise E-Commerce,1.0,61
"Event-Ticketing-System für Schäfer Insurance. Next.js, Seat-Map-Visualisierung, QR-Code-Ticket-Generierung, Warteliste, Gutscheinverwaltung, automatische Kapazitätssteuerung.",59,93125,DE,DE-BY,JavaScript,Neuentwicklung,2,2025,mittel,Buchungssystem mittel,0.72,92
"Buchungs- und Reservierungsplattform für Lange Finance mit Multi-Location-Support, dynamischer Preisgestaltung, Gruppenreservierungen, Stornogebühren-Logik und Anbindung an Zahlungsanbieter.",55,61774,DE,DE-SN,JavaScript,Neuentwicklung,2,2023,mittel,Buchungssystem mittel,0.85,67
"Management-Dashboard für Koch Industries zur Visualisierung von Verkaufszahlen. React mit Recharts, Datenbankanbindung über bestehende API, Exportfunktion als PDF/Excel, Nutzerrollen-System.",41,22766,DE,DE-BW,JavaScript,Neuentwicklung,1,2022,klein,Dashboard einfach,0.92,81
"Online-Buchungssystem für Neumann Services mit Kalenderansicht, automatischen E-Mail-Erinnerungen, Zahlungsintegration via Stripe und Admin-Backend zur Terminverwaltung. React Frontend, Node.js Backend.",27,18851,DE,DE-BW,JavaScript,Neuentwicklung,1,2024,klein,Buchungssystem klein,0.78,87
"B2B-Handelsplattform für Meier Manufacturing. Microservices-Architektur (12 Services), Kubernetes-Deployment, Punchout-Katalog für EDI-Anbindung, dynamische Preislogik, Self-Service-Kundenportal.",334,1148191,CH,CH,Java,Neuentwicklung,4,2021,gross,Enterprise E-Commerce,0.97,121
"KPI-Dashboard für Frank Legal. Vue.js Frontend, Echtzeit-Daten via WebSocket, 6 Chart-Typen, automatische E-Mail-Reports, Filterung nach Zeitraum und Region.",30,25544,CH,CH,JavaScript,Neuentwicklung,1,2025,klein,Dashboard einfach,0.72,128
"Microservice-API für Wagner Immobilien. Python FastAPI, 5 CRUD-Endpoints, Rate-Limiting, API-Key-Verwaltung, automatisierte Tests mit pytest, CI/CD-Pipeline via GitHub Actions.",26,13189,DE,DE-HE,Backend,Neuentwicklung,1,2021,klein,REST API einfach,0.97,79
"KPI-Dashboard für Krause Retail. Vue.js Frontend, Echtzeit-Daten via WebSocket, 6 Chart-Typen, automatische E-Mail-Reports, Filterung nach Zeitraum und Region.",33,22135,DE,DE-BE,JavaScript,Neuentwicklung,1,2023,klein,Dashboard einfach,0.85,75
